Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,X,Y,Xcoord,Ycoord
G,,,,,,"-1","0","-1",,,,,90.2076872876189,23.1886318410401
H,,,,,,"-1","0","-1",,,,,90.2722246022385,23.2940947343249
H,,,,,,"-1","0","-1",,,,,90.376988507008,23.1916246157601
G,,,,,,"-1","0","-1",,,,,90.4560984875425,23.0954303314565
W,,,,,,"-1","0","-1",,,,,90.572844061448,22.9919532381787
F,,,,,,"-1","0","-1",,,,,90.4267956895819,22.8054273037578
H,,,,,,"-1","0","-1",,,,,90.501307541717,22.893481685212
G,,,,,,"-1","0","-1",,,,,90.5974418445224,22.7614668822817
W,,,,,,"-1","0","-1",,,,,90.6514753966191,22.8839628522786
H,,,,,,"-1","0","-1",,,,,90.6413861559001,22.6137180704805
W,,,,,,"-1","0","-1",,,,,90.7387237980821,22.6578758123727
W,,,,,,"-1","0","-1",,,,,90.7658816728552,22.8021951073024
G,,,,,,"-1","0","-1",,,,,89.8425452440823,24.403947142953
S,,,,,,"-1","0","-1",,,,,89.8310094930456,24.5151608523774
H,,,,,,"-1","0","-1",,,,,90.546664684561,22.3014794602006
F,,,,,,"-1","0","-1",,,,,90.6726405690853,22.1925523682517
A,,,,,,"-1","0","-1",,,,,90.8125241403228,22.25609960505
G,,,,,,"-1","0","-1",,,,,90.708021196299,22.3759531949212
W,,,,,,"-1","0","-1",,,,,90.7788239127482,22.5090466995133
G,,,,,,"-1","0","-1",,,,,91.3814686311481,23.0004361760998
A,,,,,,"-1","0","-1",,,,,91.250458927565,23.0268432633343
H,,,,,,"-1","0","-1",,,,,91.2941672157489,23.133356169995
G,,,,,,"-1","0","-1",,,,,91.3241272201987,22.879081666243
A,,,,,,"-1","0","-1",,,,,91.4752341608508,22.8966426824767
W,,,,,,"-1","0","-1",,,,,91.5162657441575,23.0482567355066
G,,,,,,"-1","0","-1",,,,,91.6438215059285,22.9456978997068
G,,,,,,"-1","0","-1",,,,,91.6174783060776,22.837445285223
G,,,,,,"-1","0","-1",,,,,91.737214737762,22.9030905246079
H,,,,,,"-1","0","-1",,,,,91.8189002151569,22.9966757658003
H,,,,,,"-1","0","-1",,,,,89.4312653376579,25.7782387143527
A,,,,,,"-1","0","-1",,,,,89.3445004050899,25.6570262183019
A,,,,,,"-1","0","-1",,,,,89.2938868073132,25.5638626167142
F,,,,,,"-1","0","-1",,,,,89.2591010266848,25.4404030197482
H,,,,,,"-1","0","-1",,,,,89.4310636501627,25.5909875411739
S,,,,,,"-1","0","-1",,,,,89.5689077747116,25.5957972284509
G,,,,,,"-1","0","-1",,,,,89.4939959145724,25.6976165081606
A,,,,,,"-1","0","-1",,,,,89.5690438989029,25.791164111363
G,,,,,,"-1","0","-1",,,,,89.5750790824784,25.9231282134441
A,,,,,,"-1","0","-1",,,,,89.6243931084047,26.0179418402281
H,,,,,,"-1","0","-1",,,,,89.6228961036985,26.1467905217887
W,,,,,,"-1","0","-1",,,,,89.7352317462116,26.1121967793809
S,,,,,,"-1","0","-1",,,,,89.7618475929181,25.9916557974635
H,,,,,,"-1","0","-1",,,,,89.6935142652862,25.9322840898971
H,,,,,,"-1","0","-1",,,,,89.7790102773954,25.833311706772
G,,,,,,"-1","0","-1",,,,,89.6774470326954,25.7335530106042
W,,,,,,"-1","0","-1",,,,,89.6826717429185,25.6267515039913
G,,,,,,"-1","0","-1",,,,,89.8147341714458,25.5923457591326
A,,,,,,"-1","0","-1",,,,,89.7363137650019,25.0919546905978
H,,,,,,"-1","0","-1",,,,,89.7249531607883,25.2269937068658
H,,,,,,"-1","0","-1",,,,,89.8245087168205,25.2844627061693
S,,,,,,"-1","0","-1",,,,,89.7129485341884,25.365430090986
G,,,,,,"-1","0","-1",,,,,89.793875835738,25.448835201774
S,,,,,,"-1","0","-1",,,,,89.6752730774844,25.5388991696847
H,,,,,,"-1","0","-1",,,,,89.8863929136207,25.2031413611114
F,,,,,,"-1","0","-1",,,,,89.9539347640516,25.2777649240545
G,,,,,,"-1","0","-1",,,,,90.0529164495227,25.2338419099157
F,,,,,,"-1","0","-1",,,,,90.0004597413884,25.130226833435
G,,,,,,"-1","0","-1",,,,,90.149457101427,25.1556622355146
A,,,,,,"-1","0","-1",,,,,90.1057501456176,25.052890633559
S,,,,,,"-1","0","-1",,,,,89.8832632184799,25.0090838125086
G,,,,,,"-1","0","-1",,,,,89.7602729612908,24.9052031333722
S,,,,,,"-1","0","-1",,,,,89.9940497367194,24.9027612722542
G,,,,,,"-1","0","-1",,,,,90.1739690760236,24.9763259007553
A,,,,,,"-1","0","-1",,,,,90.266492151323,25.088527977884
H,,,,,,"-1","0","-1",,,,,90.3458201539036,25.1649067287192
A,,,,,,"-1","0","-1",,,,,90.4719461901654,25.1062928355516
A,,,,,,"-1","0","-1",,,,,90.3881366836444,25.0003673479634
F,,,,,,"-1","0","-1",,,,,90.2816398908366,24.8978803750993
S,,,,,,"-1","0","-1",,,,,90.0983707642606,24.8870273828602
F,,,,,,"-1","0","-1",,,,,90.220741388584,24.8434449840699
F,,,,,,"-1","0","-1",,,,,90.0837774055952,24.7534974827403
H,,,,,,"-1","0","-1",,,,,90.2257842796269,24.7336053402175
S,,,,,,"-1","0","-1",,,,,90.3255767926858,24.8035298309357
G,,,,,,"-1","0","-1",,,,,90.4531275206802,24.8957350226556
W,,,,,,"-1","0","-1",,,,,90.5417223073331,25.0125051575139
G,,,,,,"-1","0","-1",,,,,90.630501915644,25.1537070065118
H,,,,,,"-1","0","-1",,,,,89.9561818173883,24.6322672411175
G,,,,,,"-1","0","-1",,,,,90.1251442910741,24.6583557866203
A,,,,,,"-1","0","-1",,,,,90.284239422683,24.6191983776647
A,,,,,,"-1","0","-1",,,,,90.3840343132685,24.7145119406865
G,,,,,,"-1","0","-1",,,,,90.5048794406637,24.8066256121894
G,,,,,,"-1","0","-1",,,,,90.6740511791458,24.9216233126972
H,,,,,,"-1","0","-1",,,,,90.7311176313452,25.0450945554272
G,,,,,,"-1","0","-1",,,,,90.9244785876435,25.1446698977024
F,,,,,,"-1","0","-1",,,,,90.9278155349702,22.6523585538828
G,,,,,,"-1","0","-1",,,,,91.0095027028925,22.8128917181161
G,,,,,,"-1","0","-1",,,,,91.1241989418621,22.7201831120487
G,,,,,,"-1","0","-1",,,,,91.1950069931271,22.8288114901434
F,,,,,,"-1","0","-1",,,,,91.1696022885794,22.9351102142147
A,,,,,,"-1","0","-1",,,,,91.0748355028542,23.009171673611
G,,,,,,"-1","0","-1",,,,,90.980493048824,22.9312343687587
H,,,,,,"-1","0","-1",,,,,91.4330373925298,23.1701548311805
H,,,,,,"-1","0","-1",,,,,90.8433469932869,22.9386404445357
H,,,,,,"-1","0","-1",,,,,90.9155323610976,23.0584236411562
W,,,,,,"-1","0","-1",,,,,91.0687729335261,23.11656461987
F,,,,,,"-1","0","-1",,,,,91.1865216039353,23.2068062407757
W,,,,,,"-1","0","-1",,,,,91.2773891442315,23.3228383463116
G,,,,,,"-1","0","-1",,,,,90.7325787793606,23.0424738413704
F,,,,,,"-1","0","-1",,,,,90.7875978631277,23.174461938687
W,,,,,,"-1","0","-1",,,,,90.6277479601022,23.1395683344478
F,,,,,,"-1","0","-1",,,,,90.683821417339,23.2623055644422
H,,,,,,"-1","0","-1",,,,,90.8248137483968,23.3326894913928
G,,,,,,"-1","0","-1",,,,,90.9830040772995,23.2151230280908
F,,,,,,"-1","0","-1",,,,,91.0967068765866,23.2662362219848
W,,,,,,"-1","0","-1",,,,,91.1604898413578,23.3842592881002
A,,,,,,"-1","0","-1",,,,,91.1995873000961,23.5412058105167
A,,,,,,"-1","0","-1",,,,,91.0940464482682,23.5029658988569
A,,,,,,"-1","0","-1",,,,,91.0091003277008,23.3940119516868
A,,,,,,"-1","0","-1",,,,,90.895168933174,23.2424604982093
H,,,,,,"-1","0","-1",,,,,90.8741303509391,23.4667106397608
H,,,,,,"-1","0","-1",,,,,90.7464397596474,23.4554101553469
F,,,,,,"-1","0","-1",,,,,90.5163383006473,23.264433336352
W,,,,,,"-1","0","-1",,,,,90.5980403855786,23.3634271945744
H,,,,,,"-1","0","-1",,,,,90.6386791817076,23.5384187300512
G,,,,,,"-1","0","-1",,,,,90.7985016628739,23.6106834069868
A,,,,,,"-1","0","-1",,,,,90.9848115895839,23.5650234612266
A,,,,,,"-1","0","-1",,,,,90.896300192861,23.6581206131367
H,,,,,,"-1","0","-1",,,,,91.0311385334035,23.7350232909894
A,,,,,,"-1","0","-1",,,,,91.1245860759672,23.6528182435016
S,,,,,,"-1","0","-1",,,,,90.4104082285558,23.3752990350391
G,,,,,,"-1","0","-1",,,,,90.5224518732265,23.4556871181198
W,,,,,,"-1","0","-1",,,,,90.552946381835,23.6133739237321
A,,,,,,"-1","0","-1",,,,,90.4026995080016,23.5818961724796
H,,,,,,"-1","0","-1",,,,,90.4802188399607,23.6898717625566
G,,,,,,"-1","0","-1",,,,,90.6297852734397,23.738278777342
G,,,,,,"-1","0","-1",,,,,90.7423682705623,23.7048337896301
G,,,,,,"-1","0","-1",,,,,90.8846996361351,23.8135024418375
A,,,,,,"-1","0","-1",,,,,91.0447280558152,23.8543421349835
F,,,,,,"-1","0","-1",,,,,91.200370444182,23.8033665099026
A,,,,,,"-1","0","-1",,,,,91.2434093269214,23.9336092819854
G,,,,,,"-1","0","-1",,,,,90.2937510126392,23.4893221592631
A,,,,,,"-1","0","-1",,,,,90.3144232383213,23.6424462904342
G,,,,,,"-1","0","-1",,,,,90.3550324478587,23.7364020333291
G,,,,,,"-1","0","-1",,,,,90.479262358843,23.83898343711
W,,,,,,"-1","0","-1",,,,,90.6147535925127,23.9309509481961
W,,,,,,"-1","0","-1",,,,,90.7429226578717,23.8630085442749
H,,,,,,"-1","0","-1",,,,,90.9095050526993,23.9411674938782
A,,,,,,"-1","0","-1",,,,,91.0878361385481,24.0089149471387
F,,,,,,"-1","0","-1",,,,,91.2309413122866,24.0509310179749
A,,,,,,"-1","0","-1",,,,,91.356259245939,24.0252097404464
S,,,,,,"-1","0","-1",,,,,91.3808404857974,24.1401970680679
H,,,,,,"-1","0","-1",,,,,91.5239078005483,24.0981371671189
H,,,,,,"-1","0","-1",,,,,91.5998955379472,24.1354228363951
R,,,,,,"-1","0","-1",,,,,91.7341264081006,24.2415287043136
F,,,,,,"-1","0","-1",,,,,90.9053666111789,22.8355537332186
H,,,,,,"-1","0","-1",,,,,91.0855593757962,22.578009755746
G,,,,,,"-1","0","-1",,,,,90.9003481057991,22.5174720779132
G,,,,,,"-1","0","-1",,,,,90.9798047401979,22.2724475311019
S,,,,,,"-1","0","-1",,,,,91.0318031685548,22.1451359829251
F,,,,,,"-1","0","-1",,,,,90.9786507182276,22.053540517815
S,,,,,,"-1","0","-1",,,,,91.0655769960653,22.0346095795987
G,,,,,,"-1","0","-1",,,,,91.145899996573,22.2905207654379
R,,,,,,"-1","0","-1",,,,,91.283692123093,22.5349774750785
G,,,,,,"-1","0","-1",,,,,91.4895752585551,22.5010517796434
H,,,,,,"-1","0","-1",,,,,91.6598000554707,22.6218512818563
G,,,,,,"-1","0","-1",,,,,91.550500615758,22.7299459577378
A,,,,,,"-1","0","-1",,,,,91.7246802358729,22.7500705448643
A,,,,,,"-1","0","-1",,,,,91.807216611789,22.6610565232836
G,,,,,,"-1","0","-1",,,,,91.8446407691031,22.8294581390466
R,,,,,,"-1","0","-1",,,,,91.9448167595306,22.6954946445331
G,,,,,,"-1","0","-1",,,,,91.9128408915303,22.6313439035856
G,,,,,,"-1","0","-1",,,,,92.0318639142996,22.5542287335273
F,,,,,,"-1","0","-1",,,,,92.1007595793764,22.7335482555293
F,,,,,,"-1","0","-1",,,,,92.2315975570519,22.6541246234703
G,,,,,,"-1","0","-1",,,,,92.2127665309297,22.5021341596581
A,,,,,,"-1","0","-1",,,,,90.2314561278159,23.7420908441252
S,,,,,,"-1","0","-1",,,,,92.1619429802955,21.0437062875806
A,,,,,,"-1","0","-1",,,,,92.1605948305855,21.2691012531419
W,,,,,,"-1","0","-1",,,,,92.0602446218128,21.2176245106095
F,,,,,,"-1","0","-1",,,,,92.0351175153737,21.3394059894596
R,,,,,,"-1","0","-1",,,,,92.2157897584146,21.4095415053115
W,,,,,,"-1","0","-1",,,,,92.3032293137905,21.5371531962036
G,,,,,,"-1","0","-1",,,,,92.4276673757358,21.46510353642
F,,,,,,"-1","0","-1",,,,,92.5190824461619,21.4031103731798
F,,,,,,"-1","0","-1",,,,,92.5967745068442,21.4825492182784
H,,,,,,"-1","0","-1",,,,,92.1609836412472,21.5248877649202
F,,,,,,"-1","0","-1",,,,,92.0134101818655,21.4755309572455
G,,,,,,"-1","0","-1",,,,,92.0915070937037,21.6205626098374
F,,,,,,"-1","0","-1",,,,,92.2241303566594,21.6314012339214
G,,,,,,"-1","0","-1",,,,,92.3708098822632,21.6060593750472
G,,,,,,"-1","0","-1",,,,,92.547888786426,21.610350283323
G,,,,,,"-1","0","-1",,,,,92.4621710794656,21.6750281884452
S,,,,,,"-1","0","-1",,,,,92.5682290470464,21.8024885833337
F,,,,,,"-1","0","-1",,,,,92.4610892075926,21.8263122284807
G,,,,,,"-1","0","-1",,,,,92.3631135656425,21.7542893154879
G,,,,,,"-1","0","-1",,,,,92.2896536741482,21.7055362367539
H,,,,,,"-1","0","-1",,,,,92.2586766739392,21.8287492711938
A,,,,,,"-1","0","-1",,,,,92.0945939970262,21.8162782037571
G,,,,,,"-1","0","-1",,,,,92.1952914854831,21.8885890524027
G,,,,,,"-1","0","-1",,,,,92.3278051224919,21.9321713475707
W,,,,,,"-1","0","-1",,,,,92.3978214412855,21.8844837160431
F,,,,,,"-1","0","-1",,,,,92.5488476595633,21.9351354521944
G,,,,,,"-1","0","-1",,,,,92.5519479345675,22.0345267745043
G,,,,,,"-1","0","-1",,,,,92.4146251003835,22.0327855437402
G,,,,,,"-1","0","-1",,,,,92.4895285541357,22.1241061183363
F,,,,,,"-1","0","-1",,,,,92.5689088925111,22.2068011156115
S,,,,,,"-1","0","-1",,,,,91.8474314028216,21.5191994400803
H,,,,,,"-1","0","-1",,,,,91.9226769238273,21.6382269380117
W,,,,,,"-1","0","-1",,,,,92.018410842262,21.7270145941182
H,,,,,,"-1","0","-1",,,,,91.9164703748383,21.8213218634262
G,,,,,,"-1","0","-1",,,,,91.9922893340308,21.9152801378182
G,,,,,,"-1","0","-1",,,,,92.3842315339243,22.2128200120119
F,,,,,,"-1","0","-1",,,,,92.4764260315945,22.2690255353731
G,,,,,,"-1","0","-1",,,,,92.5484177930921,22.4114970073468
G,,,,,,"-1","0","-1",,,,,92.4170609595771,22.4372561037728
H,,,,,,"-1","0","-1",,,,,92.4657423848579,22.5130057070503
W,,,,,,"-1","0","-1",,,,,92.3709232925485,22.6007152919077
W,,,,,,"-1","0","-1",,,,,92.3142328003393,22.52101298854
S,,,,,,"-1","0","-1",,,,,92.2809760787785,22.3480184979563
F,,,,,,"-1","0","-1",,,,,92.2438799327229,22.2521193027352
H,,,,,,"-1","0","-1",,,,,92.1416828824085,22.3494175375551
G,,,,,,"-1","0","-1",,,,,92.1151893825297,22.2869096989711
S,,,,,,"-1","0","-1",,,,,92.1391033953842,22.1707482114734
H,,,,,,"-1","0","-1",,,,,92.299233615694,22.1175330255063
G,,,,,,"-1","0","-1",,,,,92.2249085278784,22.0179761829643
H,,,,,,"-1","0","-1",,,,,92.0871574601613,22.0142481356382
H,,,,,,"-1","0","-1",,,,,91.942662624083,22.0554941075928
G,,,,,,"-1","0","-1",,,,,91.9700508176193,22.2371857151273
H,,,,,,"-1","0","-1",,,,,91.82591868821,22.2019470947585
W,,,,,,"-1","0","-1",,,,,91.869153777396,22.3363779593911
S,,,,,,"-1","0","-1",,,,,92.0020315015409,22.4021300792509
W,,,,,,"-1","0","-1",,,,,92.1095262066155,22.4548329195199
G,,,,,,"-1","0","-1",,,,,91.8820884865811,22.4893124393573
W,,,,,,"-1","0","-1",,,,,91.7279182582021,22.4858747425836
G,,,,,,"-1","0","-1",,,,,92.0265325930371,22.8382948552975
W,,,,,,"-1","0","-1",,,,,92.215257712198,22.8063761623978
G,,,,,,"-1","0","-1",,,,,92.3932957310352,22.8034324206857
H,,,,,,"-1","0","-1",,,,,92.4864575454228,22.7068104238423
F,,,,,,"-1","0","-1",,,,,92.2945330125786,22.8794563841803
G,,,,,,"-1","0","-1",,,,,92.1414290315026,22.9415359205665
H,,,,,,"-1","0","-1",,,,,92.3132578197816,23.0270529405265
G,,,,,,"-1","0","-1",,,,,92.3439727671082,23.1314590205183
W,,,,,,"-1","0","-1",,,,,92.2134990218794,23.1290343463596
G,,,,,,"-1","0","-1",,,,,92.0455565167973,23.0373899868274
H,,,,,,"-1","0","-1",,,,,91.9324072064582,23.0602453548917
G,,,,,,"-1","0","-1",,,,,92.0393405187808,23.1407177715199
S,,,,,,"-1","0","-1",,,,,92.1622535681009,23.2332454769452
F,,,,,,"-1","0","-1",,,,,92.284937808228,23.273754731173
G,,,,,,"-1","0","-1",,,,,92.3614871948021,23.3634602195116
F,,,,,,"-1","0","-1",,,,,92.2452626201088,23.4380247450382
G,,,,,,"-1","0","-1",,,,,91.8554776058829,23.210621297126
A,,,,,,"-1","0","-1",,,,,91.918603847951,23.3334145514248
G,,,,,,"-1","0","-1",,,,,92.079953280663,23.3352184522572
F,,,,,,"-1","0","-1",,,,,92.0616152991455,23.4274116818329
S,,,,,,"-1","0","-1",,,,,91.973127094797,23.5346317245303
F,,,,,,"-1","0","-1",,,,,92.0243826030851,23.6364495766162
F,,,,,,"-1","0","-1",,,,,92.1277960672968,23.5489292312998
G,,,,,,"-1","0","-1",,,,,92.2434520422001,23.630415279299
A,,,,,,"-1","0","-1",,,,,90.2139027573299,23.9272283097995
W,,,,,,"-1","0","-1",,,,,90.3474514677525,23.9353883432993
A,,,,,,"-1","0","-1",,,,,90.4821882500163,24.0295023913088
W,,,,,,"-1","0","-1",,,,,90.6578056224395,24.0225905205848
A,,,,,,"-1","0","-1",,,,,90.8178453296169,24.0416529650279
A,,,,,,"-1","0","-1",,,,,90.9606705403127,24.1148798517875
H,,,,,,"-1","0","-1",,,,,90.8164943922236,24.1350170160906
A,,,,,,"-1","0","-1",,,,,90.8920774734734,24.2035092168676
A,,,,,,"-1","0","-1",,,,,91.0981281872721,24.1714670679692
A,,,,,,"-1","0","-1",,,,,91.2290017731826,24.2385009201272
A,,,,,,"-1","0","-1",,,,,90.0961160099988,23.9572643347179
H,,,,,,"-1","0","-1",,,,,90.2285056565473,24.0368290427684
G,,,,,,"-1","0","-1",,,,,91.4998077052232,24.2227724304589
F,,,,,,"-1","0","-1",,,,,91.611096067449,24.2685878775618
F,,,,,,"-1","0","-1",,,,,91.8891253772914,24.2267972085262
S,,,,,,"-1","0","-1",,,,,91.841304436705,24.3178182615363
A,,,,,,"-1","0","-1",,,,,91.7489366888031,24.4294121720618
W,,,,,,"-1","0","-1",,,,,91.9685238723135,24.4135969419204
G,,,,,,"-1","0","-1",,,,,92.1112090292544,24.4661274666559
S,,,,,,"-1","0","-1",,,,,89.9462009108379,24.0380994679756
S,,,,,,"-1","0","-1",,,,,90.0818991491664,24.1364917037384
G,,,,,,"-1","0","-1",,,,,90.325987386538,24.1280395931725
W,,,,,,"-1","0","-1",,,,,90.5425748385455,24.1416476625758
A,,,,,,"-1","0","-1",,,,,89.9335552504593,24.197913358194
G,,,,,,"-1","0","-1",,,,,90.1232673236708,24.2312905455382
A,,,,,,"-1","0","-1",,,,,90.2338110549451,24.2073490390041
G,,,,,,"-1","0","-1",,,,,90.374790167502,24.2293923700628
W,,,,,,"-1","0","-1",,,,,90.5058073312221,24.2809832769424
G,,,,,,"-1","0","-1",,,,,89.9966112500673,24.316079362893
A,,,,,,"-1","0","-1",,,,,90.0965469157568,24.3805558016227
H,,,,,,"-1","0","-1",,,,,90.1949821600156,24.3224406265859
A,,,,,,"-1","0","-1",,,,,90.3136371901309,24.416406183639
W,,,,,,"-1","0","-1",,,,,90.4614416472244,24.3981303423743
H,,,,,,"-1","0","-1",,,,,90.3930028759743,24.4949717570889
G,,,,,,"-1","0","-1",,,,,90.1806851906568,24.5012842861322
A,,,,,,"-1","0","-1",,,,,89.9832050255222,24.4465339635886
A,,,,,,"-1","0","-1",,,,,90.063733454166,24.5451664194904
F,,,,,,"-1","0","-1",,,,,90.8721367944337,25.027764071823
A,,,,,,"-1","0","-1",,,,,91.017335465397,25.0591929869719
W,,,,,,"-1","0","-1",,,,,91.1151706655939,25.1470578354345
A,,,,,,"-1","0","-1",,,,,92.4164020617701,24.9295416656862
G,,,,,,"-1","0","-1",,,,,92.3476889968926,25.0197772485321
F,,,,,,"-1","0","-1",,,,,92.1986762158993,25.0755363576227
S,,,,,,"-1","0","-1",,,,,92.248256120553,24.9746890381011
A,,,,,,"-1","0","-1",,,,,92.1839503414037,24.8716784891956
R,,,,,,"-1","0","-1",,,,,92.0996028936131,25.0003695777547
S,,,,,,"-1","0","-1",,,,,92.0239866004383,25.1346624838042
S,,,,,,"-1","0","-1",,,,,90.4965483054859,24.6248570835394
W,,,,,,"-1","0","-1",,,,,90.5393571350641,24.4837619413584
F,,,,,,"-1","0","-1",,,,,90.636800601315,24.588585430484
G,,,,,,"-1","0","-1",,,,,90.5712583339994,24.7153776153969
F,,,,,,"-1","0","-1",,,,,90.639483834759,24.8161559647828
G,,,,,,"-1","0","-1",,,,,90.7437975408969,24.698485743982
F,,,,,,"-1","0","-1",,,,,90.8270930826922,24.5504784689137
A,,,,,,"-1","0","-1",,,,,90.9263236493685,24.6412567081335
F,,,,,,"-1","0","-1",,,,,90.735719498306,24.4447172219456
R,,,,,,"-1","0","-1",,,,,90.6293428735432,24.3452914728595
A,,,,,,"-1","0","-1",,,,,90.7350490404404,24.2550365603386
A,,,,,,"-1","0","-1",,,,,90.9167551244531,24.3768181544527
W,,,,,,"-1","0","-1",,,,,91.0064510549317,24.4925734631113
A,,,,,,"-1","0","-1",,,,,91.0733231600621,24.6078693015233
A,,,,,,"-1","0","-1",,,,,91.0010242380161,24.7148296894838
W,,,,,,"-1","0","-1",,,,,90.8860228789511,24.7950997022962
G,,,,,,"-1","0","-1",,,,,90.80169164436,24.8781921698965
G,,,,,,"-1","0","-1",,,,,91.0069003043171,24.8966708363645
A,,,,,,"-1","0","-1",,,,,91.1160134871961,24.9860969122235
W,,,,,,"-1","0","-1",,,,,91.0920534635883,24.806072109424
A,,,,,,"-1","0","-1",,,,,91.2115488905224,24.9027973181279
S,,,,,,"-1","0","-1",,,,,91.2797229625396,24.9865481901074
G,,,,,,"-1","0","-1",,,,,91.2006249060828,25.0901283234616
H,,,,,,"-1","0","-1",,,,,91.3317271392388,25.1507847300791
W,,,,,,"-1","0","-1",,,,,91.4319568103252,25.091268399895
F,,,,,,"-1","0","-1",,,,,91.5861372229503,25.1400022207627
S,,,,,,"-1","0","-1",,,,,91.7671098892178,25.1178709592439
W,,,,,,"-1","0","-1",,,,,91.6859648783123,25.0443410734974
F,,,,,,"-1","0","-1",,,,,91.5647283323932,25.0040563073219
W,,,,,,"-1","0","-1",,,,,91.4339484154597,24.9437719879141
A,,,,,,"-1","0","-1",,,,,91.5901390264795,24.8795223317437
A,,,,,,"-1","0","-1",,,,,91.72395410499,24.9333523936733
A,,,,,,"-1","0","-1",,,,,91.8480344133181,25.0091787652403
G,,,,,,"-1","0","-1",,,,,91.9683877275538,24.9366743443177
H,,,,,,"-1","0","-1",,,,,92.0196561310442,24.8295510012038
G,,,,,,"-1","0","-1",,,,,92.114617200303,24.7484669175817
G,,,,,,"-1","0","-1",,,,,92.2559835166325,24.7588349609482
H,,,,,,"-1","0","-1",,,,,91.080541218794,24.3191480245997
G,,,,,,"-1","0","-1",,,,,91.1154115670208,24.4337077971491
G,,,,,,"-1","0","-1",,,,,91.2729157201332,24.3992449222213
W,,,,,,"-1","0","-1",,,,,91.2183095152414,24.5310875875619
A,,,,,,"-1","0","-1",,,,,91.2137647219069,24.6948742745664
H,,,,,,"-1","0","-1",,,,,91.2494951537971,24.8337572727432
W,,,,,,"-1","0","-1",,,,,91.3966784230937,24.7682166673138
H,,,,,,"-1","0","-1",,,,,91.53225404968,24.7045754858506
A,,,,,,"-1","0","-1",,,,,91.3925716504571,24.5765200113876
A,,,,,,"-1","0","-1",,,,,91.4262319240195,24.4459270540428
G,,,,,,"-1","0","-1",,,,,91.5555023051756,24.5109215415375
A,,,,,,"-1","0","-1",,,,,91.4205352872229,24.2930134168987
A,,,,,,"-1","0","-1",,,,,91.575731750447,24.3989455308613
W,,,,,,"-1","0","-1",,,,,92.0463555512106,24.6232783248879
A,,,,,,"-1","0","-1",,,,,91.8764722177299,24.5422466525389
H,,,,,,"-1","0","-1",,,,,91.7081323294993,24.6168953054452
H,,,,,,"-1","0","-1",,,,,91.8241956581425,24.6772176556318
G,,,,,,"-1","0","-1",,,,,91.8798763776472,24.8127147171215
F,,,,,,"-1","0","-1",,,,,91.6857997029413,24.783330216526
W,,,,,,"-1","0","-1",,,,,91.9819050991979,24.7123446635493
A,,,,,,"-1","0","-1",,,,,92.0240985712896,24.540534892351
